"Scientific Name","Common Name","Where Listed","Region  ","ESA Listing Status  ","Group"
"Mesodon clarki nantahala","noonday snail","Wherever found","4","Threatened","Snails"
"Athearnia anthonyi","Anthony's riversnail","Wherever found; Except where listed as Experimental Populations","4","Endangered","Snails"
"Neonympha mitchellii francisci","Saint Francis' satyr butterfly","Wherever found","4","Endangered","Insects"
"Microhexura montivaga","Spruce-fir moss spider","Wherever found","4","Endangered","Arachnids"
"Cardamine micranthera","Small-anthered bittercress","Wherever found","4","Endangered","Flowering Plants"
"Geum radiatum","Spreading avens","Wherever found","4","Endangered","Flowering Plants"
"Hexastylis naniflora","Dwarf-flowered heartleaf","Wherever found","4","Threatened","Flowering Plants"
"Isotria medeoloides","Small whorled pogonia","","5","Threatened","Flowering Plants"
"Sagittaria fasciculata","Bunched arrowhead","Wherever found","4","Endangered","Flowering Plants"
"Sarracenia oreophila","Green pitcher-plant","Wherever found","4","Endangered","Flowering Plants"
"Thalictrum cooleyi","Cooley's meadowrue","Wherever found","4","Endangered","Flowering Plants"
"Aeschynomene virginica","Sensitive joint-vetch","Wherever found","5","Threatened","Flowering Plants"
"Echinacea laevigata","Smooth coneflower","Wherever found","4","Endangered","Flowering Plants"
"Hedyotis purpurea var. montana","Roan Mountain bluet","Wherever found","4","Endangered","Flowering Plants"
"Helianthus schweinitzii","Schweinitz's sunflower","Wherever found","4","Endangered","Flowering Plants"
"Helonias bullata","Swamp pink","Wherever found","5","Threatened","Flowering Plants"
"Liatris helleri","Heller's blazingstar","Wherever found","4","Threatened","Flowering Plants"
"Lindera melissifolia","Pondberry","Wherever found","4","Endangered","Flowering Plants"
"Lysimachia asperulaefolia","Rough-leaved loosestrife","Wherever found","4","Endangered","Flowering Plants"
"Oxypolis canbyi","Canby's dropwort","Wherever found","4","Endangered","Flowering Plants"
"Ptilimnium nodosum","Harperella","Wherever found","5","Endangered","Flowering Plants"
"Rhus michauxii","Michaux's sumac","Wherever found","4","Endangered","Flowering Plants"
"Sarracenia rubra ssp. jonesii","Mountain sweet pitcher-plant","Wherever found","4","Endangered","Flowering Plants"
"Schwalbea americana","American chaffseed","Wherever found","4","Endangered","Flowering Plants"
"Solidago spithamaea","Blue Ridge goldenrod","Wherever found","4","Threatened","Flowering Plants"
"Amaranthus pumilus","Seabeach amaranth","Wherever found","4","Threatened","Flowering Plants"
"Spiraea virginiana","Virginia spiraea","Wherever found","5","Threatened","Flowering Plants"
"Hudsonia montana","Mountain golden heather","Wherever found","4","Threatened","Flowering Plants"
"Sisyrinchium dichotomum","White irisette","Wherever found","4","Endangered","Flowering Plants"
"Carex lutea","Golden sedge","Wherever found","4","Endangered","Flowering Plants"
"Gymnoderma lineare","Rock gnome lichen","Wherever found","4","Endangered","Lichens"
"Necturus lewisi","Neuse River waterdog","Wherever found","4","Threatened","Amphibians"
"Elliptio lanceolata","Yellow lance","Wherever found","4","Threatened","Clams"
"Canis rufus","Red wolf","U.S.A. (portions of NC and TN)","4","Experimental Population, Non-Essential","Mammals"
"Noturus furiosus","Carolina madtom","Wherever found","4","Endangered","Fishes"
"Glyptemys muhlenbergii","bog turtle","U.S.A. (GA, NC, SC, TN, VA)","4","Similarity of Appearance (Threatened)","Reptiles"
"Pleuronaia dolabelloides","Slabside Pearlymussel","Wherever found","4","Endangered","Clams"
"Fusconaia masoni","Atlantic pigtoe","Wherever found","4","Threatened","Clams"
"Alligator mississippiensis","American alligator","Wherever found","4","Similarity of Appearance (Threatened)","Reptiles"
"Calidris canutus rufa","Red knot","Wherever found","5","Threatened","Birds"
"Caretta caretta","Loggerhead sea turtle","Northwest Atlantic Ocean DPS","4","Threatened","Reptiles"
"Myotis septentrionalis","Northern Long-Eared Bat","Wherever found","3","Threatened","Mammals"
"Chelonia mydas","Green sea turtle","North Atlantic DPS","4","Threatened","Reptiles"
"Laterallus jamaicensis ssp. jamaicensis","Eastern Black rail","Wherever found","4","Threatened","Birds"
